t,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,
102000,0.730781,0.752506, 0.328387,0.268591, 0.740515,0.489609, 0.202226,0.165501, 0.920815,0.549869, 0.684823,0.947953, 0.653369,0.548778, 0.416487,0.784109, 0.498612,0.816239, 0.563167,0.978897, 0.894517,0.123484, 0.85282,0.415819, 0.165507,0.416602, 0.168522,0.416789, 0.417115,0.963692, 0.419862,0.49688, 0.248945,0.555624, 0.888219,0.88806, 0.184185,0.498714, 0.165798,0.703759, 0.198496,0.745063, 0.476551,0.896417, 0.788412,0.472094, 0.984276,0.897336, 0.984015,0.987707, 0.986433,0.215591, 0.321464,0.132474, 0.165621,0.546207, 0.132503,0.456838, 0.546203,0.49653, 0.995851,1.01262, 0.468567,0.845561, 
103000,0.730782,0.752506, 0.328387,0.268591, 0.740516,0.489609, 0.202226,0.165501, 0.920814,0.549869, 0.684824,0.947952, 0.653373,0.548775, 0.416486,0.784108, 0.498612,0.816239, 0.563168,0.978896, 0.894517,0.123484, 0.852816,0.415822, 0.165509,0.416603, 0.16852,0.41679, 0.417115,0.963691, 0.419862,0.49688, 0.248945,0.555625, 0.888208,0.888046, 0.184185,0.498715, 0.165811,0.703774, 0.198495,0.745062, 0.476551,0.896416, 0.788391,0.472103, 0.984268,0.897335, 0.984012,0.987704, 0.986433,0.215592, 0.321464,0.132475, 0.165622,0.546208, 0.132504,0.456839, 0.546204,0.49653, 0.997475,1.01449, 0.468567,0.845562, 
104000,0.730783,0.752506, 0.328387,0.268592, 0.740518,0.489609, 0.202227,0.165502, 0.920812,0.549869, 0.684825,0.947951, 0.653378,0.548773, 0.416486,0.784108, 0.498611,0.816239, 0.563168,0.978895, 0.894517,0.123485, 0.852813,0.415825, 0.165511,0.416604, 0.168517,0.416791, 0.417116,0.96369, 0.419863,0.496881, 0.248945,0.555627, 0.888198,0.888033, 0.184186,0.498716, 0.165824,0.70379, 0.198494,0.74506, 0.476551,0.896416, 0.78837,0.472111, 0.984261,0.897335, 0.984009,0.987701, 0.986432,0.215592, 0.321464,0.132475, 0.165623,0.546209, 0.132505,0.45684, 0.546205,0.496531, 0.999099,1.01636, 0.468567,0.845563, 
105000,0.730784,0.752506, 0.328388,0.268592, 0.740519,0.489609, 0.202227,0.165502, 0.92081,0.54987, 0.684826,0.94795, 0.653382,0.54877, 0.416485,0.784108, 0.498611,0.81624, 0.563168,0.978894, 0.894517,0.123486, 0.85281,0.415828, 0.165513,0.416606, 0.168515,0.416792, 0.417116,0.963689, 0.419863,0.496881, 0.248945,0.555628, 0.888187,0.88802, 0.184186,0.498717, 0.165837,0.703805, 0.198493,0.745058, 0.476551,0.896415, 0.788349,0.472119, 0.984254,0.897335, 0.984006,0.987697, 0.986432,0.215593, 0.321464,0.132476, 0.165625,0.54621, 0.132506,0.456842, 0.546207,0.496531, 1.00072,1.01823, 0.468567,0.845564, 
106000,0.730785,0.752506, 0.328388,0.268593, 0.740521,0.489609, 0.202227,0.165502, 0.920808,0.54987, 0.684828,0.947949, 0.653387,0.548768, 0.416485,0.784108, 0.498611,0.81624, 0.563168,0.978894, 0.894517,0.123487, 0.852806,0.41583, 0.165514,0.416607, 0.168512,0.416793, 0.417117,0.963688, 0.419863,0.496882, 0.248944,0.55563, 0.888176,0.888007, 0.184187,0.498719, 0.16585,0.703821, 0.198492,0.745056, 0.476551,0.896414, 0.788328,0.472127, 0.984246,0.897335, 0.984003,0.987694, 0.986431,0.215594, 0.321464,0.132476, 0.165626,0.546211, 0.132507,0.456843, 0.546208,0.496532, 1.00235,1.02009, 0.468568,0.845565, 
107000,0.730786,0.752506, 0.328388,0.268594, 0.740523,0.489609, 0.202227,0.165503, 0.920806,0.54987, 0.684829,0.947948, 0.653392,0.548765, 0.416484,0.784107, 0.498611,0.81624, 0.563169,0.978893, 0.894517,0.123487, 0.852803,0.415833, 0.165516,0.416608, 0.16851,0.416794, 0.417117,0.963686, 0.419864,0.496882, 0.248944,0.555631, 0.888166,0.887994, 0.184187,0.49872, 0.165863,0.703837, 0.198491,0.745054, 0.476552,0.896414, 0.788307,0.472136, 0.984239,0.897335, 0.984,0.987691, 0.986431,0.215594, 0.321464,0.132477, 0.165627,0.546211, 0.132508,0.456844, 0.546209,0.496532, 1.00397,1.02196, 0.468568,0.845566, 
108000,0.730787,0.752506, 0.328388,0.268594, 0.740524,0.489609, 0.202228,0.165503, 0.920804,0.54987, 0.68483,0.947947, 0.653396,0.548762, 0.416484,0.784107, 0.498611,0.81624, 0.563169,0.978892, 0.894516,0.123488, 0.8528,0.415836, 0.165518,0.416609, 0.168507,0.416795, 0.417117,0.963685, 0.419864,0.496883, 0.248944,0.555633, 0.888155,0.887981, 0.184188,0.498721, 0.165877,0.703853, 0.19849,0.745052, 0.476552,0.896413, 0.788285,0.472144, 0.984231,0.897335, 0.983997,0.987687, 0.98643,0.215595, 0.321465,0.132477, 0.165628,0.546212, 0.132509,0.456845, 0.546211,0.496532, 1.0056,1.02383, 0.468568,0.845567, 
109000,0.730788,0.752506, 0.328389,0.268595, 0.740526,0.489609, 0.202228,0.165504, 0.920802,0.54987, 0.684832,0.947946, 0.653401,0.54876, 0.416483,0.784107, 0.498611,0.81624, 0.563169,0.978891, 0.894516,0.123489, 0.852796,0.415839, 0.16552,0.416611, 0.168504,0.416796, 0.417118,0.963684, 0.419864,0.496884, 0.248944,0.555634, 0.888145,0.887968, 0.184189,0.498723, 0.16589,0.70387, 0.198488,0.74505, 0.476552,0.896412, 0.788263,0.472153, 0.984223,0.897335, 0.983994,0.987684, 0.98643,0.215596, 0.321465,0.132478, 0.165629,0.546213, 0.13251,0.456846, 0.546212,0.496533, 1.00722,1.0257, 0.468568,0.845568, 
110000,0.730789,0.752507, 0.328389,0.268595, 0.740527,0.489609, 0.202228,0.165504, 0.9208,0.54987, 0.684833,0.947945, 0.653406,0.548757, 0.416483,0.784107, 0.498611,0.816241, 0.563169,0.97889, 0.894516,0.123489, 0.852793,0.415842, 0.165522,0.416612, 0.168502,0.416797, 0.417118,0.963683, 0.419865,0.496884, 0.248944,0.555636, 0.888134,0.887954, 0.184189,0.498724, 0.165904,0.703886, 0.198487,0.745048, 0.476552,0.896412, 0.788241,0.472162, 0.984215,0.897335, 0.983991,0.98768, 0.98643,0.215596, 0.321465,0.132478, 0.165631,0.546214, 0.132511,0.456847, 0.546213,0.496533, 1.00884,1.02757, 0.468568,0.845569, 
111000,0.73079,0.752507, 0.328389,0.268596, 0.740529,0.489609, 0.202229,0.165505, 0.920798,0.54987, 0.684834,0.947944, 0.653411,0.548754, 0.416482,0.784107, 0.498611,0.816241, 0.56317,0.978889, 0.894516,0.12349, 0.852789,0.415845, 0.165524,0.416613, 0.168499,0.416798, 0.417118,0.963682, 0.419865,0.496885, 0.248943,0.555637, 0.888124,0.887941, 0.18419,0.498725, 0.165917,0.703903, 0.198486,0.745046, 0.476552,0.896411, 0.788219,0.47217, 0.984208,0.897335, 0.983988,0.987677, 0.986429,0.215597, 0.321465,0.132479, 0.165632,0.546215, 0.132512,0.456849, 0.546215,0.496534, 1.01047,1.02944, 0.468569,0.84557, 
112000,0.730792,0.752507, 0.32839,0.268596, 0.740531,0.489609, 0.202229,0.165505, 0.920796,0.54987, 0.684836,0.947943, 0.653416,0.548751, 0.416481,0.784106, 0.49861,0.816241, 0.56317,0.978888, 0.894516,0.123491, 0.852786,0.415848, 0.165526,0.416615, 0.168496,0.416799, 0.417119,0.96368, 0.419865,0.496886, 0.248943,0.555639, 0.888113,0.887928, 0.18419,0.498727, 0.165931,0.70392, 0.198485,0.745044, 0.476552,0.89641, 0.788196,0.472179, 0.9842,0.897335, 0.983985,0.987673, 0.986429,0.215598, 0.321465,0.132479, 0.165633,0.546216, 0.132513,0.45685, 0.546216,0.496534, 1.01209,1.03131, 0.468569,0.845572, 
113000,0.730793,0.752507, 0.32839,0.268597, 0.740532,0.489609, 0.202229,0.165505, 0.920793,0.54987, 0.684837,0.947942, 0.653421,0.548748, 0.416481,0.784106, 0.49861,0.816241, 0.56317,0.978887, 0.894515,0.123491, 0.852782,0.415851, 0.165528,0.416616, 0.168494,0.4168, 0.417119,0.963679, 0.419866,0.496886, 0.248943,0.55564, 0.888103,0.887915, 0.184191,0.498728, 0.165945,0.703937, 0.198484,0.745042, 0.476552,0.89641, 0.788174,0.472188, 0.984192,0.897335, 0.983981,0.987669, 0.986428,0.215598, 0.321465,0.13248, 0.165634,0.546217, 0.132514,0.456851, 0.546218,0.496535, 1.01372,1.03318, 0.468569,0.845573, 
114000,0.730794,0.752507, 0.32839,0.268598, 0.740534,0.489609, 0.202229,0.165506, 0.920791,0.54987, 0.684839,0.947941, 0.653426,0.548746, 0.41648,0.784106, 0.49861,0.816241, 0.56317,0.978886, 0.894515,0.123492, 0.852779,0.415854, 0.16553,0.416617, 0.168491,0.416801, 0.41712,0.963678, 0.419866,0.496887, 0.248943,0.555642, 0.888092,0.887902, 0.184192,0.498729, 0.165959,0.703954, 0.198483,0.74504, 0.476552,0.896409, 0.788151,0.472197, 0.984184,0.897334, 0.983978,0.987666, 0.986428,0.215599, 0.321465,0.132481, 0.165635,0.546218, 0.132515,0.456852, 0.546219,0.496535, 1.01534,1.03505, 0.468569,0.845574, 
115000,0.730795,0.752507, 0.32839,0.268598, 0.740536,0.489609, 0.20223,0.165506, 0.920789,0.54987, 0.68484,0.94794, 0.653431,0.548743, 0.41648,0.784106, 0.49861,0.816241, 0.563171,0.978885, 0.894515,0.123493, 0.852775,0.415857, 0.165532,0.416619, 0.168488,0.416802, 0.41712,0.963677, 0.419866,0.496887, 0.248943,0.555643, 0.888081,0.887889, 0.184192,0.498731, 0.165974,0.703971, 0.198482,0.745037, 0.476552,0.896408, 0.788128,0.472206, 0.984176,0.897334, 0.983975,0.987662, 0.986427,0.2156, 0.321466,0.132481, 0.165637,0.546219, 0.132516,0.456854, 0.546221,0.496535, 1.01696,1.03692, 0.46857,0.845575, 
116000,0.730796,0.752507, 0.328391,0.268599, 0.740537,0.489609, 0.20223,0.165507, 0.920787,0.549871, 0.684841,0.947939, 0.653436,0.54874, 0.416479,0.784105, 0.49861,0.816242, 0.563171,0.978885, 0.894515,0.123494, 0.852772,0.41586, 0.165534,0.41662, 0.168485,0.416803, 0.41712,0.963675, 0.419867,0.496888, 0.248942,0.555645, 0.888071,0.887876, 0.184193,0.498732, 0.165988,0.703988, 0.198481,0.745035, 0.476552,0.896407, 0.788105,0.472215, 0.984167,0.897334, 0.983972,0.987658, 0.986427,0.2156, 0.321466,0.132482, 0.165638,0.54622, 0.132517,0.456855, 0.546222,0.496536, 1.01859,1.03879, 0.46857,0.845576, 
117000,0.730797,0.752507, 0.328391,0.2686, 0.740539,0.489609, 0.20223,0.165507, 0.920785,0.549871, 0.684843,0.947938, 0.653441,0.548737, 0.416479,0.784105, 0.49861,0.816242, 0.563171,0.978884, 0.894515,0.123494, 0.852768,0.415863, 0.165536,0.416621, 0.168482,0.416804, 0.417121,0.963674, 0.419867,0.496889, 0.248942,0.555647, 0.88806,0.887862, 0.184194,0.498734, 0.166002,0.704006, 0.19848,0.745033, 0.476552,0.896407, 0.788081,0.472225, 0.984159,0.897334, 0.983968,0.987655, 0.986426,0.215601, 0.321466,0.132482, 0.165639,0.546221, 0.132518,0.456856, 0.546224,0.496536, 1.02021,1.04066, 0.46857,0.845577, 
118000,0.730798,0.752508, 0.328391,0.2686, 0.740541,0.489609, 0.202231,0.165508, 0.920783,0.549871, 0.684844,0.947937, 0.653446,0.548734, 0.416478,0.784105, 0.49861,0.816242, 0.563171,0.978883, 0.894514,0.123495, 0.852764,0.415866, 0.165538,0.416623, 0.16848,0.416805, 0.417121,0.963673, 0.419868,0.496889, 0.248942,0.555648, 0.88805,0.887849, 0.184194,0.498735, 0.166017,0.704024, 0.198479,0.745031, 0.476552,0.896406, 0.788057,0.472234, 0.984151,0.897334, 0.983965,0.987651, 0.986426,0.215602, 0.321466,0.132483, 0.165641,0.546222, 0.132519,0.456858, 0.546225,0.496537, 1.02183,1.04252, 0.46857,0.845578, 
119000,0.730799,0.752508, 0.328392,0.268601, 0.740542,0.489609, 0.202231,0.165508, 0.92078,0.549871, 0.684846,0.947936, 0.653451,0.548731, 0.416477,0.784105, 0.49861,0.816242, 0.563172,0.978882, 0.894514,0.123496, 0.852761,0.415869, 0.16554,0.416624, 0.168477,0.416806, 0.417122,0.963672, 0.419868,0.49689, 0.248942,0.55565, 0.888039,0.887836, 0.184195,0.498736, 0.166032,0.704042, 0.198477,0.745029, 0.476552,0.896405, 0.788033,0.472243, 0.984142,0.897334, 0.983962,0.987647, 0.986425,0.215602, 0.321466,0.132483, 0.165642,0.546224, 0.13252,0.456859, 0.546227,0.496537, 1.02346,1.04439, 0.468571,0.845579, 
120000,0.730801,0.752508, 0.328392,0.268601, 0.740544,0.489609, 0.202231,0.165509, 0.920778,0.549871, 0.684847,0.947935, 0.653456,0.548728, 0.416477,0.784104, 0.498609,0.816242, 0.563172,0.978881, 0.894514,0.123497, 0.852757,0.415872, 0.165542,0.416625, 0.168474,0.416807, 0.417122,0.96367, 0.419868,0.496891, 0.248942,0.555652, 0.888029,0.887823, 0.184195,0.498738, 0.166047,0.70406, 0.198476,0.745027, 0.476552,0.896405, 0.788009,0.472253, 0.984134,0.897334, 0.983958,0.987643, 0.986425,0.215603, 0.321466,0.132484, 0.165643,0.546225, 0.132521,0.45686, 0.546228,0.496538, 1.02508,1.04626, 0.468571,0.84558, 
121000,0.730802,0.752508, 0.328392,0.268602, 0.740546,0.489609, 0.202231,0.165509, 0.920776,0.549871, 0.684849,0.947934, 0.653462,0.548725, 0.416476,0.784104, 0.498609,0.816243, 0.563172,0.97888, 0.894514,0.123497, 0.852753,0.415875, 0.165545,0.416627, 0.168471,0.416808, 0.417122,0.963669, 0.419869,0.496891, 0.248941,0.555653, 0.888019,0.88781, 0.184196,0.498739, 0.166062,0.704078, 0.198475,0.745024, 0.476552,0.896404, 0.787985,0.472262, 0.984125,0.897334, 0.983955,0.987639, 0.986424,0.215604, 0.321467,0.132484, 0.165645,0.546226, 0.132522,0.456861, 0.54623,0.496538, 1.02671,1.04813, 0.468571,0.845582, 
122000,0.730803,0.752508, 0.328392,0.268603, 0.740548,0.489609, 0.202232,0.16551, 0.920774,0.549871, 0.68485,0.947933, 0.653467,0.548722, 0.416476,0.784104, 0.498609,0.816243, 0.563172,0.978879, 0.894514,0.123498, 0.852749,0.415878, 0.165547,0.416628, 0.168468,0.416809, 0.417123,0.963668, 0.419869,0.496892, 0.248941,0.555655, 0.888008,0.887797, 0.184197,0.498741, 0.166077,0.704096, 0.198474,0.745022, 0.476553,0.896403, 0.78796,0.472272, 0.984117,0.897334, 0.983952,0.987636, 0.986424,0.215604, 0.321467,0.132485, 0.165646,0.546227, 0.132523,0.456863, 0.546231,0.496539, 1.02833,1.05, 0.468572,0.845583, 
123000,0.730804,0.752508, 0.328393,0.268603, 0.74055,0.489609, 0.202232,0.16551, 0.920771,0.549871, 0.684852,0.947932, 0.653472,0.548719, 0.416475,0.784104, 0.498609,0.816243, 0.563173,0.978878, 0.894513,0.123499, 0.852746,0.415882, 0.165549,0.41663, 0.168465,0.416811, 0.417123,0.963666, 0.41987,0.496893, 0.248941,0.555657, 0.887998,0.887783, 0.184197,0.498742, 0.166092,0.704115, 0.198473,0.74502, 0.476553,0.896402, 0.787936,0.472282, 0.984108,0.897334, 0.983948,0.987632, 0.986423,0.215605, 0.321467,0.132485, 0.165647,0.546228, 0.132525,0.456864, 0.546233,0.496539, 1.02995,1.05187, 0.468572,0.845584, 
124000,0.730805,0.752508, 0.328393,0.268604, 0.740551,0.489609, 0.202232,0.165511, 0.920769,0.549871, 0.684853,0.947931, 0.653478,0.548716, 0.416474,0.784103, 0.498609,0.816243, 0.563173,0.978877, 0.894513,0.1235, 0.852742,0.415885, 0.165551,0.416631, 0.168462,0.416812, 0.417124,0.963665, 0.41987,0.496893, 0.248941,0.555658, 0.887987,0.88777, 0.184198,0.498744, 0.166107,0.704133, 0.198472,0.745018, 0.476553,0.896401, 0.787911,0.472292, 0.984099,0.897333, 0.983945,0.987628, 0.986423,0.215606, 0.321467,0.132486, 0.165649,0.546229, 0.132526,0.456865, 0.546234,0.49654, 1.03158,1.05374, 0.468572,0.845585, 
125000,0.730807,0.752509, 0.328393,0.268605, 0.740553,0.489609, 0.202233,0.165511, 0.920767,0.549871, 0.684855,0.94793, 0.653483,0.548713, 0.416474,0.784103, 0.498609,0.816244, 0.563173,0.978876, 0.894513,0.123501, 0.852738,0.415888, 0.165553,0.416633, 0.168459,0.416813, 0.417124,0.963664, 0.41987,0.496894, 0.24894,0.55566, 0.887977,0.887757, 0.184199,0.498745, 0.166123,0.704152, 0.19847,0.745015, 0.476553,0.896401, 0.787886,0.472301, 0.984091,0.897333, 0.983941,0.987624, 0.986422,0.215607, 0.321467,0.132487, 0.16565,0.54623, 0.132527,0.456867, 0.546236,0.49654, 1.0332,1.05561, 0.468572,0.845586, 
126000,0.730808,0.752509, 0.328394,0.268605, 0.740555,0.489609, 0.202233,0.165512, 0.920764,0.549872, 0.684856,0.947929, 0.653489,0.54871, 0.416473,0.784103, 0.498608,0.816244, 0.563173,0.978875, 0.894513,0.123501, 0.852734,0.415891, 0.165556,0.416634, 0.168456,0.416814, 0.417124,0.963662, 0.419871,0.496895, 0.24894,0.555662, 0.887966,0.887744, 0.184199,0.498747, 0.166139,0.704171, 0.198469,0.745013, 0.476553,0.8964, 0.78786,0.472311, 0.984082,0.897333, 0.983938,0.98762, 0.986422,0.215607, 0.321468,0.132487, 0.165651,0.546231, 0.132528,0.456868, 0.546238,0.49654, 1.03482,1.05747, 0.468573,0.845588, 
127000,0.730809,0.752509, 0.328394,0.268606, 0.740557,0.489609, 0.202233,0.165512, 0.920762,0.549872, 0.684858,0.947927, 0.653494,0.548707, 0.416473,0.784102, 0.498608,0.816244, 0.563174,0.978874, 0.894513,0.123502, 0.85273,0.415895, 0.165558,0.416636, 0.168452,0.416815, 0.417125,0.963661, 0.419871,0.496896, 0.24894,0.555664, 0.887956,0.887731, 0.1842,0.498748, 0.166154,0.70419, 0.198468,0.745011, 0.476553,0.896399, 0.787835,0.472321, 0.984073,0.897333, 0.983934,0.987616, 0.986421,0.215608, 0.321468,0.132488, 0.165653,0.546232, 0.132529,0.45687, 0.546239,0.496541, 1.03645,1.05934, 0.468573,0.845589, 
128000,0.73081,0.752509, 0.328394,0.268607, 0.740559,0.489609, 0.202234,0.165513, 0.92076,0.549872, 0.68486,0.947926, 0.6535,0.548703, 0.416472,0.784102, 0.498608,0.816244, 0.563174,0.978873, 0.894512,0.123503, 0.852726,0.415898, 0.16556,0.416637, 0.168449,0.416816, 0.417125,0.963659, 0.419872,0.496896, 0.24894,0.555665, 0.887945,0.887718, 0.184201,0.49875, 0.16617,0.70421, 0.198467,0.745008, 0.476553,0.896398, 0.787809,0.472332, 0.984064,0.897333, 0.983931,0.987611, 0.986421,0.215609, 0.321468,0.132488, 0.165654,0.546233, 0.13253,0.456871, 0.546241,0.496541, 1.03807,1.06121, 0.468573,0.84559, 
129000,0.730812,0.752509, 0.328395,0.268607, 0.740561,0.489609, 0.202234,0.165513, 0.920757,0.549872, 0.684861,0.947925, 0.653505,0.5487, 0.416471,0.784102, 0.498608,0.816244, 0.563174,0.978872, 0.894512,0.123504, 0.852722,0.415902, 0.165562,0.416639, 0.168446,0.416817, 0.417126,0.963658, 0.419872,0.496897, 0.24894,0.555667, 0.887935,0.887704, 0.184201,0.498751, 0.166186,0.704229, 0.198465,0.745006, 0.476553,0.896398, 0.787783,0.472342, 0.984055,0.897333, 0.983927,0.987607, 0.98642,0.21561, 0.321468,0.132489, 0.165656,0.546234, 0.132531,0.456872, 0.546242,0.496542, 1.03969,1.06308, 0.468573,0.845591, 
130000,0.730813,0.752509, 0.328395,0.268608, 0.740563,0.489609, 0.202234,0.165514, 0.920755,0.549872, 0.684863,0.947924, 0.653511,0.548697, 0.416471,0.784102, 0.498608,0.816245, 0.563174,0.978871, 0.894512,0.123505, 0.852718,0.415905, 0.165565,0.41664, 0.168443,0.416819, 0.417126,0.963657, 0.419872,0.496898, 0.248939,0.555669, 0.887925,0.887691, 0.184202,0.498753, 0.166202,0.704249, 0.198464,0.745004, 0.476553,0.896397, 0.787757,0.472352, 0.984045,0.897333, 0.983923,0.987603, 0.98642,0.21561, 0.321468,0.13249, 0.165657,0.546236, 0.132532,0.456874, 0.546244,0.496542, 1.04132,1.06495, 0.468574,0.845593, 
131000,0.730814,0.752509, 0.328395,0.268609, 0.740565,0.489609, 0.202235,0.165514, 0.920753,0.549872, 0.684864,0.947923, 0.653517,0.548694, 0.41647,0.784101, 0.498608,0.816245, 0.563175,0.978869, 0.894512,0.123505, 0.852714,0.415908, 0.165567,0.416642, 0.16844,0.41682, 0.417127,0.963655, 0.419873,0.496898, 0.248939,0.555671, 0.887914,0.887678, 0.184203,0.498754, 0.166219,0.704268, 0.198463,0.745001, 0.476553,0.896396, 0.78773,0.472363, 0.984036,0.897333, 0.98392,0.987599, 0.986419,0.215611, 0.321468,0.13249, 0.165658,0.546237, 0.132534,0.456875, 0.546246,0.496543, 1.04294,1.06682, 0.468574,0.845594, 
132000,0.730816,0.75251, 0.328396,0.26861, 0.740567,0.489609, 0.202235,0.165515, 0.92075,0.549872, 0.684866,0.947922, 0.653523,0.54869, 0.416469,0.784101, 0.498608,0.816245, 0.563175,0.978868, 0.894512,0.123506, 0.85271,0.415912, 0.165569,0.416643, 0.168436,0.416821, 0.417127,0.963654, 0.419873,0.496899, 0.248939,0.555673, 0.887904,0.887665, 0.184204,0.498756, 0.166235,0.704288, 0.198462,0.744999, 0.476553,0.896395, 0.787704,0.472373, 0.984027,0.897333, 0.983916,0.987595, 0.986419,0.215612, 0.321469,0.132491, 0.16566,0.546238, 0.132535,0.456877, 0.546247,0.496543, 1.04456,1.06869, 0.468574,0.845595, 
133000,0.730817,0.75251, 0.328396,0.26861, 0.740569,0.489609, 0.202235,0.165515, 0.920748,0.549872, 0.684868,0.947921, 0.653528,0.548687, 0.416469,0.784101, 0.498607,0.816245, 0.563175,0.978867, 0.894511,0.123507, 0.852705,0.415915, 0.165572,0.416645, 0.168433,0.416822, 0.417128,0.963652, 0.419874,0.4969, 0.248939,0.555675, 0.887893,0.887652, 0.184204,0.498758, 0.166252,0.704308, 0.19846,0.744996, 0.476553,0.896394, 0.787677,0.472384, 0.984018,0.897332, 0.983912,0.98759, 0.986418,0.215613, 0.321469,0.132491, 0.165661,0.546239, 0.132536,0.456878, 0.546249,0.496544, 1.04619,1.07055, 0.468575,0.845596, 
134000,0.730818,0.75251, 0.328396,0.268611, 0.74057,0.489609, 0.202236,0.165516, 0.920745,0.549872, 0.684869,0.947919, 0.653534,0.548684, 0.416468,0.7841, 0.498607,0.816246, 0.563176,0.978866, 0.894511,0.123508, 0.852701,0.415919, 0.165574,0.416646, 0.16843,0.416823, 0.417128,0.963651, 0.419874,0.496901, 0.248938,0.555676, 0.887883,0.887639, 0.184205,0.498759, 0.166268,0.704329, 0.198459,0.744994, 0.476553,0.896393, 0.78765,0.472394, 0.984008,0.897332, 0.983909,0.987586, 0.986417,0.215613, 0.321469,0.132492, 0.165663,0.54624, 0.132537,0.45688, 0.546251,0.496544, 1.04781,1.07242, 0.468575,0.845598, 
135000,0.730819,0.75251, 0.328397,0.268612, 0.740572,0.489609, 0.202236,0.165516, 0.920743,0.549873, 0.684871,0.947918, 0.65354,0.54868, 0.416467,0.7841, 0.498607,0.816246, 0.563176,0.978865, 0.894511,0.123509, 0.852697,0.415922, 0.165577,0.416648, 0.168426,0.416825, 0.417128,0.963649, 0.419874,0.496901, 0.248938,0.555678, 0.887873,0.887625, 0.184206,0.498761, 0.166285,0.704349, 0.198458,0.744991, 0.476554,0.896393, 0.787622,0.472405, 0.983999,0.897332, 0.983905,0.987582, 0.986417,0.215614, 0.321469,0.132493, 0.165664,0.546241, 0.132538,0.456881, 0.546253,0.496545, 1.04944,1.07429, 0.468575,0.845599, 
136000,0.730821,0.75251, 0.328397,0.268612, 0.740574,0.489609, 0.202236,0.165517, 0.92074,0.549873, 0.684873,0.947917, 0.653546,0.548677, 0.416467,0.7841, 0.498607,0.816246, 0.563176,0.978864, 0.894511,0.12351, 0.852693,0.415926, 0.165579,0.416649, 0.168423,0.416826, 0.417129,0.963648, 0.419875,0.496902, 0.248938,0.55568, 0.887862,0.887612, 0.184207,0.498762, 0.166302,0.70437, 0.198456,0.744989, 0.476554,0.896392, 0.787595,0.472416, 0.983989,0.897332, 0.983901,0.987577, 0.986416,0.215615, 0.321469,0.132493, 0.165666,0.546243, 0.13254,0.456883, 0.546254,0.496545, 1.05106,1.07616, 0.468575,0.8456, 
137000,0.730822,0.75251, 0.328397,0.268613, 0.740576,0.489609, 0.202237,0.165517, 0.920738,0.549873, 0.684874,0.947916, 0.653552,0.548674, 0.416466,0.7841, 0.498607,0.816246, 0.563177,0.978863, 0.894511,0.123511, 0.852689,0.41593, 0.165582,0.416651, 0.168419,0.416827, 0.417129,0.963646, 0.419875,0.496903, 0.248938,0.555682, 0.887852,0.887599, 0.184207,0.498764, 0.166319,0.70439, 0.198455,0.744986, 0.476554,0.896391, 0.787567,0.472427, 0.983979,0.897332, 0.983897,0.987573, 0.986416,0.215616, 0.32147,0.132494, 0.165667,0.546244, 0.132541,0.456884, 0.546256,0.496546, 1.05268,1.07803, 0.468576,0.845602, 
138000,0.730824,0.75251, 0.328398,0.268614, 0.740579,0.489609, 0.202237,0.165518, 0.920735,0.549873, 0.684876,0.947914, 0.653558,0.54867, 0.416465,0.784099, 0.498607,0.816246, 0.563177,0.978862, 0.89451,0.123511, 0.852684,0.415933, 0.165584,0.416653, 0.168416,0.416828, 0.41713,0.963645, 0.419876,0.496904, 0.248937,0.555684, 0.887841,0.887586, 0.184208,0.498766, 0.166336,0.704411, 0.198454,0.744984, 0.476554,0.89639, 0.787539,0.472438, 0.98397,0.897332, 0.983894,0.987569, 0.986415,0.215617, 0.32147,0.132495, 0.165669,0.546245, 0.132542,0.456886, 0.546258,0.496546, 1.05431,1.0799, 0.468576,0.845603, 
139000,0.730825,0.752511, 0.328398,0.268615, 0.740581,0.489609, 0.202237,0.165518, 0.920732,0.549873, 0.684878,0.947913, 0.653564,0.548667, 0.416465,0.784099, 0.498606,0.816247, 0.563177,0.978861, 0.89451,0.123512, 0.85268,0.415937, 0.165586,0.416654, 0.168412,0.41683, 0.41713,0.963643, 0.419876,0.496904, 0.248937,0.555686, 0.887831,0.887573, 0.184209,0.498767, 0.166354,0.704432, 0.198452,0.744981, 0.476554,0.896389, 0.787511,0.472449, 0.98396,0.897332, 0.98389,0.987564, 0.986415,0.215618, 0.32147,0.132495, 0.16567,0.546246, 0.132543,0.456887, 0.54626,0.496547, 1.05593,1.08177, 0.468576,0.845604, 
